id,name,time,creator,level,placeOfOrigin,museum,type,size,material,description,collectionUrl,imageUrl
2012,田零九华山图轴,中华人民共和国,未知,普通,未知,河南博物院,绘画,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679585068290048,https://www.chnmus.net/webfile/collection_img/_39231_/41000002_39231_A_1.JPG
2013,田零紫藤雏鸡图轴,中华人民共和国,未知,普通,未知,河南博物院,绘画,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679587068973056,https://www.chnmus.net/webfile/collection_img/_39234_/41000002_39234_A_1.JPG
2014,田零菜蔬图轴,中华人民共和国,未知,普通,未知,河南博物院,绘画,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679588536979456,https://www.chnmus.net/webfile/collection_img/_39236_/41000002_39236_A_1.JPG
2015,田零《芭蕉竹鸡》图轴,中华人民共和国,未知,普通,未知,河南博物院,绘画,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679581549268992,https://www.chnmus.net/webfile/collection_img/_39226_/41000002_39226_A_1.JPG
2016,田零“鸳鸯”轴,中华人民共和国,未知,普通,未知,河南博物院,绘画,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679583814193152,https://www.chnmus.net/webfile/collection_img/_39229_/41000002_39229_A_1.JPG
2017,田零芙蓉双鸭图轴,中华人民共和国,未知,普通,未知,河南博物院,绘画,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679583063412736,https://www.chnmus.net/webfile/collection_img/_39228_/41000002_39228_A_1.JPG
2018,田零“久战暴风雨”图轴,中华人民共和国,未知,普通,未知,河南博物院,绘画,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679584447533056,https://www.chnmus.net/webfile/collection_img/_39230_/41000002_39230_A_1.JPG
2019,田零《清香图》轴,中华人民共和国,未知,普通,未知,河南博物院,绘画,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679580664270848,https://www.chnmus.net/webfile/collection_img/_39225_/41000002_39225_A_1.JPG
2020,田零芙蓉鸭泳图轴,中华人民共和国,未知,普通,未知,河南博物院,绘画,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679582455238656,https://www.chnmus.net/webfile/collection_img/_39227_/41000002_39227_A_1.JPG
2021,青釉绿彩瓷壶,唐,未知,普通,未知,河南博物院,瓷器,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679577132666880,https://www.chnmus.net/webfile/collection_img/_39162_/41000002_39162_A_1.JPG
2022,田零“天香”图轴,中华人民共和国,未知,普通,未知,河南博物院,绘画,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679578684559360,https://www.chnmus.net/webfile/collection_img/_39222_/41000002_39222_A_1.JPG
2023,田零惠兰图横披,中华人民共和国,未知,普通,未知,河南博物院,绘画,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679579330482176,https://www.chnmus.net/webfile/collection_img/_39223_/41000002_39223_A_1.JPG
2024,青釉贴花双鱼壶,唐,未知,普通,未知,河南博物院,瓷器,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679578084773888,https://www.chnmus.net/webfile/collection_img/_39163_/41000002_39163_A_1.JPG
2025,田零《双鹤图》轴,中华人民共和国,未知,普通,未知,河南博物院,绘画,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679580009959424,https://www.chnmus.net/webfile/collection_img/_39224_/41000002_39224_A_1.JPG
2026,周尊成雪多晴图,中华人民共和国,未知,普通,未知,河南博物院,绘画,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679572313411584,https://www.chnmus.net/webfile/collection_img/_39109_/41000002_39109_A_1.JPG
2027,白釉唾盂,宋,未知,普通,未知,河南博物院,瓷器,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679574221819904,https://www.chnmus.net/webfile/collection_img/_39116_/41000002_39116_A_1.JPG
2028,胛骨刻辞,商,未知,普通,未知,河南博物院,甲骨简牍,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679573265518592,https://www.chnmus.net/webfile/collection_img/_39113_/41000002_39113_A_1.JPG
2029,T160计划生育70分邮票,中华人民共和国,未知,普通,未知,河南博物院,票据,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679575090040832,https://www.chnmus.net/webfile/collection_img/_39128_/41000002_39128_A_1.JPG
2030,当阳峪绞胎瓷碗,宋,未知,普通,未知,河南博物院,瓷器,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679576184754176,https://www.chnmus.net/webfile/collection_img/_39151_/41000002_39151_A_1.JPG
2031,掐丝珐琅花卉纹爵,清,未知,普通,未知,河南博物院,珐琅器,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679569633251328,https://www.chnmus.net/webfile/collection_img/_39067_/41000002_39067_A_1.JPG
2032,T.155衡山,中华人民共和国,未知,普通,未知,河南博物院,票据,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679571478745088,https://www.chnmus.net/webfile/collection_img/_39091_/41000002_39091_A_1.JPG
2033,弥勒佛坐像,明,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679565761908736,https://www.chnmus.net/webfile/collection_img/_38894_/41000002_38894_A_1.JPG
2034,真武帝君坐像,明,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679567137640448,https://www.chnmus.net/webfile/collection_img/_38895_/41000002_38895_A_1.JPG
2035,掐丝珐琅花卉纹爵,清,未知,普通,未知,河南博物院,珐琅器,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679568324628480,https://www.chnmus.net/webfile/collection_img/_39066_/41000002_39066_A_1.JPG
2036,药师佛坐像,明,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679564679778304,https://www.chnmus.net/webfile/collection_img/_38893_/41000002_38893_A_1.JPG
2037,观音菩萨坐像,明,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679560116375552,https://www.chnmus.net/webfile/collection_img/_38889_/41000002_38889_A_1.JPG
2038,观音菩萨坐像,明,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679563564093440,https://www.chnmus.net/webfile/collection_img/_38892_/41000002_38892_A_1.JPG
2039,观音菩萨坐像,明,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679562368716800,https://www.chnmus.net/webfile/collection_img/_38891_/41000002_38891_A_1.JPG
2040,观音菩萨坐像,明,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679561290780672,https://www.chnmus.net/webfile/collection_img/_38890_/41000002_38890_A_1.JPG
2041,阿难小像,明,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679557822091264,https://www.chnmus.net/webfile/collection_img/_38887_/41000002_38887_A_1.JPG
2042,提水观音小像,南北朝,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679556446359552,https://www.chnmus.net/webfile/collection_img/_38886_/41000002_38886_A_1.JPG
2043,观音菩萨坐像,明,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679558971330560,https://www.chnmus.net/webfile/collection_img/_38888_/41000002_38888_A_1.JPG
2044,一佛二弟子小像,隋,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679552499519488,https://www.chnmus.net/webfile/collection_img/_38879_/41000002_38879_A_1.JPG
2045,释迦小像,隋,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679555381006336,https://www.chnmus.net/webfile/collection_img/_38885_/41000002_38885_A_1.JPG
2046,释迦牟尼坐像,南北朝,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679551656464384,https://www.chnmus.net/webfile/collection_img/_38878_/41000002_38878_A_1.JPG
2047,莲枝观音小像,唐,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679554298875904,https://www.chnmus.net/webfile/collection_img/_38884_/41000002_38884_A_1.JPG
2048,藏传药师佛小坐像,清,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679553439043584,https://www.chnmus.net/webfile/collection_img/_38882_/41000002_38882_A_1.JPG
2049,藏传佛座,清,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679550876323840,https://www.chnmus.net/webfile/collection_img/_38877_/41000002_38877_A_1.JPG
2050,塔刹,清,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679548472987648,https://www.chnmus.net/webfile/collection_img/_38875_/41000002_38875_A_1.JPG
2051,塔刹,清,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679547613155328,https://www.chnmus.net/webfile/collection_img/_38874_/41000002_38874_A_1.JPG
2052,托塔李天王像,明,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679549974548480,https://www.chnmus.net/webfile/collection_img/_38876_/41000002_38876_A_1.JPG
2053,弥勒佛坐像,明,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679546652659712,https://www.chnmus.net/webfile/collection_img/_38873_/41000002_38873_A_1.JPG
2054,弥勒佛坐像,明,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679544064774144,https://www.chnmus.net/webfile/collection_img/_38871_/41000002_38871_A_1.JPG
2055,弥勒佛坐像,中华民国,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679545323065344,https://www.chnmus.net/webfile/collection_img/_38872_/41000002_38872_A_1.JPG
2056,文殊师利坐像,明,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679539560091648,https://www.chnmus.net/webfile/collection_img/_38867_/41000002_38867_A_1.JPG
2057,释迦立像,明,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679540734496768,https://www.chnmus.net/webfile/collection_img/_38868_/41000002_38868_A_1.JPG
2058,无量寿佛坐像,明,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679542848425984,https://www.chnmus.net/webfile/collection_img/_38870_/41000002_38870_A_1.JPG
2059,释迦坐像,明,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679541934067712,https://www.chnmus.net/webfile/collection_img/_38869_/41000002_38869_A_1.JPG
2060,鎏金提水观音像,唐,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679536070430720,https://www.chnmus.net/webfile/collection_img/_38864_/41000002_38864_A_1.JPG
2061,观音菩萨坐像,明,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679538201137152,https://www.chnmus.net/webfile/collection_img/_38866_/41000002_38866_A_1.JPG
2062,俗家女弟子小像,唐,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679535063797760,https://www.chnmus.net/webfile/collection_img/_38863_/41000002_38863_A_1.JPG
2063,塔刹,明,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679536997371904,https://www.chnmus.net/webfile/collection_img/_38865_/41000002_38865_A_1.JPG
2064,阿弥陀佛立像,宋,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679531582525440,https://www.chnmus.net/webfile/collection_img/_38858_/41000002_38858_A_1.JPG
2065,孔子坐像,清,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679532303945728,https://www.chnmus.net/webfile/collection_img/_38859_/41000002_38859_A_1.JPG
2066,藏传泥塑千眼千手菩萨小像,唐,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679531033071616,https://www.chnmus.net/webfile/collection_img/_38857_/41000002_38857_A_1.JPG
2067,藏传泥塑天王小像,唐,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679530517172224,https://www.chnmus.net/webfile/collection_img/_38856_/41000002_38856_A_1.JPG
2068,女仙小像,清,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679534313017344,https://www.chnmus.net/webfile/collection_img/_38862_/41000002_38862_A_1.JPG
2069,力士小像,清,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679532937285632,https://www.chnmus.net/webfile/collection_img/_38860_/41000002_38860_A_1.JPG
2070,泥塑释迦坐像,宋,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679533478350848,https://www.chnmus.net/webfile/collection_img/_38861_/41000002_38861_A_1.JPG
2071,藏传泥塑西方三圣小像,唐,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679528180944896,https://www.chnmus.net/webfile/collection_img/_38852_/41000002_38852_A_1.JPG
2072,藏传泥塑观音小像,唐,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679529414070272,https://www.chnmus.net/webfile/collection_img/_38854_/41000002_38854_A_1.JPG
2073,泥塑药师佛小坐像,唐,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679526788435968,https://www.chnmus.net/webfile/collection_img/_38850_/41000002_38850_A_1.JPG
2074,藏传泥塑千眼千手菩萨小像,唐,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679529971912704,https://www.chnmus.net/webfile/collection_img/_38855_/41000002_38855_A_1.JPG
2075,砖雕西方三圣像,唐,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679527476301824,https://www.chnmus.net/webfile/collection_img/_38851_/41000002_38851_A_1.JPG
2076,藏传泥塑菩萨小像,唐,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679528881393664,https://www.chnmus.net/webfile/collection_img/_38853_/41000002_38853_A_1.JPG
2077,药师佛坐像,明,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679526125735936,https://www.chnmus.net/webfile/collection_img/_38849_/41000002_38849_A_1.JPG
2078,藏传观音坐像,明,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679524418654208,https://www.chnmus.net/webfile/collection_img/_38846_/41000002_38846_A_1.JPG
2079,藏传释迦牟尼坐像,清,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679525018439680,https://www.chnmus.net/webfile/collection_img/_38847_/41000002_38847_A_1.JPG
2080,龙王坐像,明,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679523240054784,https://www.chnmus.net/webfile/collection_img/_38844_/41000002_38844_A_1.JPG
2081,观音坐像,明,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679523848228864,https://www.chnmus.net/webfile/collection_img/_38845_/41000002_38845_A_1.JPG
2082,药师佛坐像,明,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679525509173248,https://www.chnmus.net/webfile/collection_img/_38848_/41000002_38848_A_1.JPG
2083,药王坐像,唐,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679522661240832,https://www.chnmus.net/webfile/collection_img/_38843_/41000002_38843_A_1.JPG
2084,阿难小像,唐,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679518815064064,https://www.chnmus.net/webfile/collection_img/_38838_/41000002_38838_A_1.JPG
2085,鎏金菩萨小像,唐,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679519905583104,https://www.chnmus.net/webfile/collection_img/_38839_/41000002_38839_A_1.JPG
2086,药师佛小像,明,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679521096765440,https://www.chnmus.net/webfile/collection_img/_38841_/41000002_38841_A_1.JPG
2087,神王小造像,唐,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679520463425536,https://www.chnmus.net/webfile/collection_img/_38840_/41000002_38840_A_1.JPG
2088,一佛二弟子小像,唐,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679521889488896,https://www.chnmus.net/webfile/collection_img/_38842_/41000002_38842_A_1.JPG
2089,七佛并坐小像之一,唐,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679516831158272,https://www.chnmus.net/webfile/collection_img/_38837_/41000002_38837_A_1.JPG
2090,二佛并坐小像,唐,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679515912605696,https://www.chnmus.net/webfile/collection_img/_38836_/41000002_38836_A_1.JPG
2091,三佛并坐小像,唐,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679514444599296,https://www.chnmus.net/webfile/collection_img/_38835_/41000002_38835_A_1.JPG
2092,二佛并立小像,唐,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679509600178176,https://www.chnmus.net/webfile/collection_img/_38833_/41000002_38833_A_1.JPG
2093,七佛并坐小像,唐,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679512192258048,https://www.chnmus.net/webfile/collection_img/_38834_/41000002_38834_A_1.JPG
2094,释迦小立像,唐,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679505254879232,https://www.chnmus.net/webfile/collection_img/_38830_/41000002_38830_A_1.JPG
2095,阿弥陀佛小像,唐,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679508346081280,https://www.chnmus.net/webfile/collection_img/_38832_/41000002_38832_A_1.JPG
2096,阿弥陀佛小像,唐,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679506899046400,https://www.chnmus.net/webfile/collection_img/_38831_/41000002_38831_A_1.JPG
2097,释迦小立像,唐,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679502562136064,https://www.chnmus.net/webfile/collection_img/_38827_/41000002_38827_A_1.JPG
2098,释迦小立像,唐,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679503505854464,https://www.chnmus.net/webfile/collection_img/_38828_/41000002_38828_A_1.JPG
2099,释迦小立像,唐,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679501404508160,https://www.chnmus.net/webfile/collection_img/_38826_/41000002_38826_A_1.JPG
2100,释迦小立像,唐,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679504269217792,https://www.chnmus.net/webfile/collection_img/_38829_/41000002_38829_A_1.JPG
2101,释迦小像,唐,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679497034043392,https://www.chnmus.net/webfile/collection_img/_38821_/41000002_38821_A_1.JPG
2102,释迦小立像,唐,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679497856126976,https://www.chnmus.net/webfile/collection_img/_38822_/41000002_38822_A_1.JPG
2103,释迦小立像,唐,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679499462545408,https://www.chnmus.net/webfile/collection_img/_38824_/41000002_38824_A_1.JPG
2104,释迦小立像,唐,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679500448206848,https://www.chnmus.net/webfile/collection_img/_38825_/41000002_38825_A_1.JPG
2105,释迦小立像,唐,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679498707570688,https://www.chnmus.net/webfile/collection_img/_38823_/41000002_38823_A_1.JPG
2106,释迦小坐像,唐,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679496211959808,https://www.chnmus.net/webfile/collection_img/_38820_/41000002_38820_A_1.JPG
2107,释迦小坐像,唐,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679493485662208,https://www.chnmus.net/webfile/collection_img/_38817_/41000002_38817_A_1.JPG
2108,释迦小坐像,唐,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679492663578624,https://www.chnmus.net/webfile/collection_img/_38816_/41000002_38816_A_1.JPG
2109,释迦小坐像,唐,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679494353883136,https://www.chnmus.net/webfile/collection_img/_38818_/41000002_38818_A_1.JPG
2110,释迦小坐像,唐,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679495150800896,https://www.chnmus.net/webfile/collection_img/_38819_/41000002_38819_A_1.JPG
2111,释迦牟尼小坐像,唐,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679489140363264,https://www.chnmus.net/webfile/collection_img/_38812_/41000002_38812_A_1.JPG
2112,释迦小坐像,唐,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679490935525376,https://www.chnmus.net/webfile/collection_img/_38814_/41000002_38814_A_1.JPG
2113,释迦小坐像,唐,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679490067304448,https://www.chnmus.net/webfile/collection_img/_38813_/41000002_38813_A_1.JPG
2114,释迦小坐像,唐,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679491858272256,https://www.chnmus.net/webfile/collection_img/_38815_/41000002_38815_A_1.JPG
2115,半迦坐菩萨小像,唐,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679488137924608,https://www.chnmus.net/webfile/collection_img/_38811_/41000002_38811_A_1.JPG
2116,观音小像,唐,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679485591982080,https://www.chnmus.net/webfile/collection_img/_38808_/41000002_38808_A_1.JPG
2117,半迦坐菩萨小像,唐,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679487324229632,https://www.chnmus.net/webfile/collection_img/_38810_/41000002_38810_A_1.JPG
2118,观音小像,唐,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679484803452928,https://www.chnmus.net/webfile/collection_img/_38807_/41000002_38807_A_1.JPG
2119,半迦坐菩萨小像,唐,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679486468591616,https://www.chnmus.net/webfile/collection_img/_38809_/41000002_38809_A_1.JPG
2120,观音小像,唐,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679481242488832,https://www.chnmus.net/webfile/collection_img/_38803_/41000002_38803_A_1.JPG
2121,观音小像,唐,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679483071205376,https://www.chnmus.net/webfile/collection_img/_38805_/41000002_38805_A_1.JPG
2122,观音小像,唐,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679480424599552,https://www.chnmus.net/webfile/collection_img/_38802_/41000002_38802_A_1.JPG
2123,观音小像,唐,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679482236538880,https://www.chnmus.net/webfile/collection_img/_38804_/41000002_38804_A_1.JPG
2124,观音小像,唐,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679483952009216,https://www.chnmus.net/webfile/collection_img/_38806_/41000002_38806_A_1.JPG
2125,观音小像,唐,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679476305793024,https://www.chnmus.net/webfile/collection_img/_38797_/41000002_38797_A_1.JPG
2126,观音小像,唐,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679477077544960,https://www.chnmus.net/webfile/collection_img/_38798_/41000002_38798_A_1.JPG
2127,观音小像,唐,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679477912211456,https://www.chnmus.net/webfile/collection_img/_38799_/41000002_38799_A_1.JPG
2128,观音小像,唐,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679479594127360,https://www.chnmus.net/webfile/collection_img/_38801_/41000002_38801_A_1.JPG
2129,观音小像,唐,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679478763655168,https://www.chnmus.net/webfile/collection_img/_38800_/41000002_38800_A_1.JPG
2130,观音小像,唐,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679473021652992,https://www.chnmus.net/webfile/collection_img/_38793_/41000002_38793_A_1.JPG
2131,观音小像,唐,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679473793404928,https://www.chnmus.net/webfile/collection_img/_38794_/41000002_38794_A_1.JPG
2132,观音小像,唐,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679474628071424,https://www.chnmus.net/webfile/collection_img/_38795_/41000002_38795_A_1.JPG
2133,观音小像,唐,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679475592761344,https://www.chnmus.net/webfile/collection_img/_38796_/41000002_38796_A_1.JPG
2134,观音小像,唐,未知,普通,未知,河南博物院,雕塑造像,未知,未知,未知,https://www.chnmus.net/content/redirect?id=7066679472224735232,https://www.chnmus.net/webfile/collection_img/_38792_/41000002_38792_A_1.JPG
