id,name,time,leve,location(仅镇馆之宝有),size,material,describe(仅镇馆之宝有),relic_url,img_url
1111,宋青釉瓷碗,宋,三级,,口径14cm，0.184kg,瓷器,,https://www.sxhm.com/collections/detail/5450.html,htps:/Uploads/Picture/2023/02/28/s63fd63cc8a690.jpg
1112,明豆青釉冰裂纹瓷碗,明,一般,,口径14.3cm，高4.8cm，0.260kg,瓷器,,https://www.sxhm.com/collections/detail/5451.html,htps:/Uploads/Picture/2023/02/28/s63fd63d69907c.jpg
1113,清吉庆祥福玉牌,清,三级,,直径5.1cm，0.020kg,玉石器,,https://www.sxhm.com/collections/detail/5452.html,htps:/Uploads/Picture/2023/02/28/s63fd63e6c0cc6.jpg
1114,清青花缠枝花卉纹大瓷盘,清,一般,,口径34.5cm，高8cm，2.220kg,瓷器,,https://www.sxhm.com/collections/detail/5453.html,htps:/Uploads/Picture/2023/02/28/s63fd640018728.jpg
1115,清鹦鹉纹玉牌饰,清,三级,,直径5.5cm，0.020kg,玉石器,,https://www.sxhm.com/collections/detail/5454.html,htps:/Uploads/Picture/2023/02/28/s63fd6410e5252.jpg
1116,清粉彩人物纹小瓷盒,清,一般,,口径8cm，高5.4cm，0.180kg,瓷器,,https://www.sxhm.com/collections/detail/5455.html,htps:/Uploads/Picture/2023/02/28/s63fd6425a1f24.jpg
1117,清转心玉牌,清,三级,,直径5.6cm，0.035kg,玉石器,,https://www.sxhm.com/collections/detail/5456.html,htps:/Uploads/Picture/2023/02/28/s63fd64383e7ef.jpg
1118,明青白釉云龙纹高足瓷碗,明,一般,,口径15.2cm，高4.5cm，0.370kg,瓷器,,https://www.sxhm.com/collections/detail/5457.html,htps:/Uploads/Picture/2023/02/28/s63fd6454e02a3.jpg
1119,明玉藕片,明,三级,,直径5.1cm，0.035kg,玉石器,,https://www.sxhm.com/collections/detail/5458.html,htps:/Uploads/Picture/2023/02/28/s63fd6456a3da7.jpg
1120,五代白釉小瓷碟,五代十国,一般,,口径10.7cm，高2cm，0.060kg,瓷器,,https://www.sxhm.com/collections/detail/5459.html,htps:/Uploads/Picture/2023/02/28/s63fd64593c2c2.jpg
1121,清石砖,清,一般,,长30.7cm，宽30.7cm，7.900kg,石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/5460.html,htps:/Uploads/Picture/2023/02/28/s63fd645c93b8e.jpg
1122,五代白釉瓷炉,五代十国,一般,,口径4.4cm，底径3.8cm，高4cm，0.133kg,瓷器,,https://www.sxhm.com/collections/detail/5461.html,htps:/Uploads/Picture/2023/02/28/s63fd647d3845d.jpg
1123,清钱蝠纹玉璧,清,三级,,直径5.5cm，0.030kg,玉石器,,https://www.sxhm.com/collections/detail/5462.html,htps:/Uploads/Picture/2023/02/28/s63fd6477a6e6f.jpg
1124,清五彩龙凤纹瓷碗,清,一般,,口径15cm，高6.5cm，0.230kg,瓷器,,https://www.sxhm.com/collections/detail/5463.html,htps:/Uploads/Picture/2023/02/28/s63fd648691ad5.jpg
1125,五代白瓷碟,五代十国,一般,,口径11.5cm，高2.2cm，0.131kg,瓷器,,https://www.sxhm.com/collections/detail/5464.html,htps:/Uploads/Picture/2023/02/28/s63fd64a1738c1.jpg
1126,清玛瑙猴饰件,清,三级,,高3.1cm，0.010kg,玉石器,,https://www.sxhm.com/collections/detail/5465.html,htps:/Uploads/Picture/2023/02/28/s63fd649b187c5.JPG
1127,清石狮,清,一般,,高31cm，98.000kg,石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/5466.html,htps:/Uploads/Picture/2023/02/28/s63fd649f1cbb1.jpg
1128,明黑釉瓷罐,明,三级,,高14.5cm，口径5cm，底径8.3cm，0.683kg,瓷器,,https://www.sxhm.com/collections/detail/5467.html,htps:/Uploads/Picture/2023/02/28/s63fd64b04d619.jpg
1129,清石怪兽,清,一般,,长10.5cm，宽6.7cm，0.610kg,石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/5468.html,htps:/Uploads/Picture/2023/02/28/s63fd64d2dc183.jpg
1130,清粉彩花卉凤鸟纹瓷碗,清,一般,,口径17cm，高7.5cm，0.310kg,瓷器,,https://www.sxhm.com/collections/detail/5469.html,htps:/Uploads/Picture/2023/02/28/s63fd64f71372e.jpg
1131,清墓誌方砖,清,三级,,长29cm，宽28.5cm，6.615kg,石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/5470.html,htps:/Uploads/Picture/2023/02/28/s63fd650ad72f3.jpg
1132,明黑釉双系瓷罐,明,三级,,高33.5cm，口径8cm，底径14cm，3.695kg,瓷器,,https://www.sxhm.com/collections/detail/5471.html,htps:/Uploads/Picture/2023/02/28/s63fd651dd8bf3.jpg
1133,清阖合二仙玉牌饰,清,三级,,直径6cm，0.030kg,玉石器,,https://www.sxhm.com/collections/detail/5472.html,htps:/Uploads/Picture/2023/02/28/s63fd651e0be31.jpg
1134,清文券砖,清,三级,,长28cm，宽28cm，3.980kg,石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/5473.html,htps:/Uploads/Picture/2023/02/28/s63fd653e970c1.jpg
1135,汉陶猪,汉,未定级,,长18cm，高10cm，0.500kg,雕塑造像,,https://www.sxhm.com/collections/detail/5474.html,htps:/Uploads/Picture/2023/02/28/s63fd65547895c.JPG
1136,清豇豆红瓷碗,清,二级,,高9cm，口径21.2cm，0.733kg,瓷器,,https://www.sxhm.com/collections/detail/5475.html,htps:/Uploads/Picture/2023/02/28/s63fd656fef924.jpg
1137,汉残陶狗,汉,未定级,,长16cm，高14cm，0.440kg,雕塑造像,,https://www.sxhm.com/collections/detail/5476.html,htps:/Uploads/Picture/2023/02/28/s63fd6596559df.JPG
1138,汉陶鸡,汉,未定级,,高13cm，长12cm，0.300kg,雕塑造像,,https://www.sxhm.com/collections/detail/5478.html,htps:/Uploads/Picture/2023/02/28/s63fd65b63dc15.JPG
1139,清素胎开光山水瓷笔筒,清,一般,,口径21cm，高28.5cm，2.870kg,瓷器,,https://www.sxhm.com/collections/detail/5479.html,htps:/Uploads/Picture/2023/02/28/s63fd65b45fd82.jpg
1140,汉玉蝉,汉,一般,,长4.2cm，宽2cm，0.010kg,玉石器,,https://www.sxhm.com/collections/detail/5480.html,htps:/Uploads/Picture/2023/02/28/s63fd65cb7a727.JPG
1141,汉陶猪,汉,未定级,,长18cm，高9cm，0.500kg,雕塑造像,,https://www.sxhm.com/collections/detail/5481.html,htps:/Uploads/Picture/2023/02/28/s63fd65d62b4ce.JPG
1142,明青釉划花瓷碗,明,三级,,高7.5cm，口径18cm，0.520kg,瓷器,,https://www.sxhm.com/collections/detail/5482.html,htps:/Uploads/Picture/2023/02/28/s63fd65e677424.jpg
1143,皇后玉玺,汉,一级,,边长2.8cm，高2cm，0.033kg,玉石器,,https://www.sxhm.com/collections/detail/5483.html,htps:/Uploads/Picture/2023/02/28/s63fd65f117f99.JPG
1144,汉陶狗,汉,未定级,,长14cm，高18cm，0.700kg,雕塑造像,,https://www.sxhm.com/collections/detail/5484.html,htps:/Uploads/Picture/2023/02/28/s63fd65fbcfb77.JPG
1145,汉玉璧,汉,三级,,径14.3cm，0.175kg,玉石器,,https://www.sxhm.com/collections/detail/5485.html,htps:/Uploads/Picture/2023/02/28/s63fd661d6cc6b.jpg
1146,清黑釉瓷罐,清,三级,,高35.5cm，口径15cm，腹围59cm，2.785kg,瓷器,,https://www.sxhm.com/collections/detail/5486.html,htps:/Uploads/Picture/2023/02/28/s63fd6621a326e.jpg
1147,汉残陶猪,汉,未定级,,长23cm，残高14cm，1.000kg,雕塑造像,,https://www.sxhm.com/collections/detail/5487.html,htps:/Uploads/Picture/2023/02/28/s63fd66323d8da.JPG
1148,汉玉蝉,汉,二级,,长5.5cm，宽2.5cm，高0.9cm，0.019kg,玉石器,,https://www.sxhm.com/collections/detail/5488.html,htps:/Uploads/Picture/2023/02/28/s63fd6645c05ee.JPG
1149,隋琉璃珠,隋,三级,,径0.9-11.5cm，0.050kg,其他,,https://www.sxhm.com/collections/detail/5489.html,htps:/Uploads/Picture/2023/02/28/s63fd6651a2211.JPG
1150,汉陶猪,汉,未定级,,长15cm，高8cm，0.390kg,雕塑造像,,https://www.sxhm.com/collections/detail/5490.html,htps:/Uploads/Picture/2023/02/28/s63fd66532b3ee.JPG
1151,清青花人物松纹瓷盘,清,一般,,口径18.3cm，高3.3cm，0.410kg,瓷器,,https://www.sxhm.com/collections/detail/5491.html,htps:/Uploads/Picture/2023/02/28/s63fd664e7a72b.jpg
1152,唐开元通宝银钱,唐,一级,,径2.6cm，厚0.2cm，0.003kg,金银器,,https://www.sxhm.com/collections/detail/5492.html,htps:/Uploads/Picture/2023/02/28/s63fd66664de89.JPG
1153,汉玉璧,汉,一般,,径22cm，0.542kg,玉石器,,https://www.sxhm.com/collections/detail/5493.html,htps:/Uploads/Picture/2023/02/28/s63fd6673b16f7.JPG
1154,隋青釉盘口扁腹瓷盂,隋,一般,,口径9cm，高12cm，0.490kg,瓷器,,https://www.sxhm.com/collections/detail/5494.html,htps:/Uploads/Picture/2023/02/28/s63fd6677084eb.jpg
1155,汉残陶狗,汉,未定级,,高8cm，长13cm，0.290kg,雕塑造像,,https://www.sxhm.com/collections/detail/5495.html,htps:/Uploads/Picture/2023/02/28/s63fd6675c9c16.JPG
1156,清黑釉瓷罐,清,一般,,口径7cm，高11cm，0.450kg,瓷器,,https://www.sxhm.com/collections/detail/5496.html,htps:/Uploads/Picture/2023/02/28/s63fd6677448e0.jpg
1157,汉残陶羊,汉,未定级,,长30cm，残高17cm，2.700kg,雕塑造像,,https://www.sxhm.com/collections/detail/5497.html,htps:/Uploads/Picture/2023/02/28/s63fd6692a84f9.JPG
1158,隋白釉瓷罐,隋,三级,,高20.3cm，口径9cm，底径9cm，1.869kg,瓷器,,https://www.sxhm.com/collections/detail/5498.html,htps:/Uploads/Picture/2023/02/28/s63fd669770ca8.jpg
1159,汉玉圭,汉,三级,,长9.2cm，宽2.3cm，0.020kg,玉石器,,https://www.sxhm.com/collections/detail/5499.html,htps:/Uploads/Picture/2023/02/28/s63fd669aca56b.JPG
1160,汉灰陶鸡,汉,未定级,,长13.4cm，高12.3cm，0.263kg,雕塑造像,,https://www.sxhm.com/collections/detail/5500.html,htps:/Uploads/Picture/2023/02/28/s63fd66afe59ab.JPG
1161,隋白瓷高足杯,隋,一级,,高9.1cm，口径8.9cm，足径4.6cm，0.103kg,瓷器,,https://www.sxhm.com/collections/detail/5501.html,htps:/Uploads/Picture/2023/02/28/s63fd66bc5712e.JPG
1162,汉残灰陶猪,汉,未定级,,长20cm，高13cm，0.760kg,雕塑造像,,https://www.sxhm.com/collections/detail/5502.html,htps:/Uploads/Picture/2023/02/28/s63fd66cbc9c6a.JPG
1163,汉玉圭,汉,三级,,长9.2cm，宽2.3cm，0.025kg,玉石器,,https://www.sxhm.com/collections/detail/5503.html,htps:/Uploads/Picture/2023/02/28/s63fd66c87ef6a.JPG
1164,隋白釉直腹瓷杯,隋,三级,,高7.8cm，口径8.8cm，0.145kg,瓷器,,https://www.sxhm.com/collections/detail/5504.html,htps:/Uploads/Picture/2023/02/28/s63fd66e184f8b.jpg
1165,汉灰陶鸡,汉,未定级,,长10cm，高12cm，0.240kg,雕塑造像,,https://www.sxhm.com/collections/detail/5505.html,htps:/Uploads/Picture/2023/02/28/s63fd66e3d9a1c.JPG
1166,清蓝釉花卉翠鸟纹瓷瓶,清,一般,,高40cm，口径13cm，3.700kg,瓷器,,https://www.sxhm.com/collections/detail/5506.html,htps:/Uploads/Picture/2023/02/28/s63fd66d08f676.JPG
1167,清玉牌饰,清,三级,,长4cm，宽3.2cm，0.010kg,玉石器,,https://www.sxhm.com/collections/detail/5507.html,htps:/Uploads/Picture/2023/02/28/s63fd66df2ce92.jpg
1168,汉玉珌,汉,一般,,长5.3cm，宽5.5cm，0.060kg,玉石器,,https://www.sxhm.com/collections/detail/5508.html,htps:/Uploads/Picture/2023/02/28/s63fd66f457376.JPG
1169,汉灰陶鸡,汉,未定级,,长16cm，高17cm，0.480kg,雕塑造像,,https://www.sxhm.com/collections/detail/5509.html,htps:/Uploads/Picture/2023/02/28/s63fd67001a28e.JPG
1170,清钧釉瓷瓶,清,一般,,口径18cm，高34cm，3.800kg,瓷器,,https://www.sxhm.com/collections/detail/5510.html,htps:/Uploads/Picture/2023/02/28/s63fd670c20e23.jpg
1171,清龙形玉佩饰,清,三级,,长径6.5cm，短径4.1cm，0.050kg,玉石器,,https://www.sxhm.com/collections/detail/5511.html,htps:/Uploads/Picture/2023/02/28/s63fd670b88dec.jpg
1172,汉残彩绘陶鸡,汉,未定级,,长8cm，高12cm，0.150kg,雕塑造像,,https://www.sxhm.com/collections/detail/5512.html,htps:/Uploads/Picture/2023/02/28/s63fd6719d1cd7.JPG
1173,汉玉饰,汉,一般,,长9cm，宽3cm，0.055kg,玉石器,,https://www.sxhm.com/collections/detail/5513.html,htps:/Uploads/Picture/2023/02/28/s63fd6721300cf.JPG
1174,汉残陶蹲狗,汉,未定级,,长13cm，高20cm，0.700kg,雕塑造像,,https://www.sxhm.com/collections/detail/5514.html,htps:/Uploads/Picture/2023/02/28/s63fd67396336d.JPG
1175,清白釉瓷杯,清,三级,,高7.7cm，口径10.1cm，0.143kg,瓷器,,https://www.sxhm.com/collections/detail/5515.html,htps:/Uploads/Picture/2023/02/28/s63fd6739686b0.jpg
1176,唐开元通宝银钱,唐,一级,,径2.6cm，厚0.2cm，0.003kg,金银器,,https://www.sxhm.com/collections/detail/5516.html,htps:/Uploads/Picture/2023/02/28/s63fd674390ef7.JPG
1177,汉玉饰,汉,一般,,长9cm，宽3cm，0.040kg,玉石器,,https://www.sxhm.com/collections/detail/5517.html,htps:/Uploads/Picture/2023/02/28/s63fd675114094.JPG
1178,旧石器砍砸器,旧石器,三级,,长13.5cm，宽9cm，0.520kg,石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/5518.html,htps:/Uploads/Picture/2023/02/28/s63fd67494a7af.jpg
1179,汉残彩绘陶狗,汉,未定级,,长30cm，高24cm，1.000kg,雕塑造像,,https://www.sxhm.com/collections/detail/5519.html,htps:/Uploads/Picture/2023/02/28/s63fd675ecc34c.JPG
1180,清白釉瓷盘,清,三级,,口径13.8cm，高4cm，底径6cm，0.340kg,瓷器,,https://www.sxhm.com/collections/detail/5520.html,htps:/Uploads/Picture/2023/02/28/s63fd676a2dd5c.jpg
1181,汉玉饰,汉,一般,,长9cm，宽3cm，0.055kg,玉石器,,https://www.sxhm.com/collections/detail/5521.html,htps:/Uploads/Picture/2023/02/28/s63fd6778e2501.JPG
1182,汉绿釉陶猪,汉,未定级,,长25cm，高15cm，1.220kg,雕塑造像,,https://www.sxhm.com/collections/detail/5522.html,htps:/Uploads/Picture/2023/02/28/s63fd6781964f0.JPG
1183,旧石器石镰,旧石器,一般,,长25cm，宽11cm，0.595kg,石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/5523.html,htps:/Uploads/Picture/2023/02/28/s63fd678596353.jpg
1184,清白釉鸡形瓷壶,清,三级,,长19cm，高11cm，0.672kg,瓷器,,https://www.sxhm.com/collections/detail/5524.html,htps:/Uploads/Picture/2023/02/28/s63fd6790b8916.jpg
1185,汉残绿釉陶狗,汉,未定级,,长28cm，高26cm，2.000kg,雕塑造像,,https://www.sxhm.com/collections/detail/5525.html,htps:/Uploads/Picture/2023/02/28/s63fd67a1a254e.JPG
1186,汉玉剑饰,汉,三级,,长5.8cm，宽2cm，0.045kg,玉石器,,https://www.sxhm.com/collections/detail/5526.html,htps:/Uploads/Picture/2023/02/28/s63fd679ea1d93.jpg
1187,清绿釉瓜棱纹瓷罐,清,三级,,高12.2cm，口径8.2cm，腹围54cm，0.614kg,瓷器,,https://www.sxhm.com/collections/detail/5527.html,htps:/Uploads/Picture/2023/02/28/s63fd67b2a8b3d.jpg
1188,汉残绿釉陶鸭,汉,未定级,,长21cm，高16cm，1.000kg,雕塑造像,,https://www.sxhm.com/collections/detail/5528.html,htps:/Uploads/Picture/2023/02/28/s63fd67bb81f37.JPG
1189,西汉玉环,汉,一般,,径4.8cm，0.010kg,玉石器,,https://www.sxhm.com/collections/detail/5529.html,htps:/Uploads/Picture/2023/02/28/s63fd67c4e3aa5.JPG
1190,汉残彩绘喇叭裙俑身女立俑,汉,未定级,,高27cm，cm，宽15cm，0.600kg,雕塑造像,,https://www.sxhm.com/collections/detail/5530.html,htps:/Uploads/Picture/2023/02/28/s63fd67d414422.JPG
1191,旧石器时期小尖状石器,旧石器,三级,,最长19cm，最宽12cm，最厚8cm，0.770kg,石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/5531.html,htps:/Uploads/Picture/2023/02/28/s63fd67bd4b502.JPG
1192,西汉螭纹玉剑饰,汉,一般,,长5.5cm，宽3.4cm，0.030kg,玉石器,,https://www.sxhm.com/collections/detail/5532.html,htps:/Uploads/Picture/2023/02/28/s63fd67e7214df.JPG
1193,汉双人并立俑,汉,未定级,,高7.5cm，0.070kg,雕塑造像,,https://www.sxhm.com/collections/detail/5533.html,htps:/Uploads/Picture/2023/02/28/s63fd67ef0ab80.JPG
1194,汉残陶鸡,汉,未定级,,高15cm，0.720kg,雕塑造像,,https://www.sxhm.com/collections/detail/5534.html,htps:/Uploads/Picture/2023/02/28/s63fd680ae65e3.JPG
1195,汉残陶驼,汉,未定级,,直径3cm，0.016kg,雕塑造像,,https://www.sxhm.com/collections/detail/5535.html,htps:/Uploads/Picture/2023/02/28/s63fd682a4ce60.JPG
1196,汉龙纹玉佩,汉,二级,,高5cm，宽12.4cm，厚0.4cm，0.048kg,玉石器,,https://www.sxhm.com/collections/detail/5536.html,htps:/Uploads/Picture/2023/02/28/s63fd682e8a168.JPG
1197,旧石器砍砸器,旧石器,三级,,径11.5cm，0.535kg,石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/5537.html,htps:/Uploads/Picture/2023/02/28/s63fd6811cc7be.jpg
1198,汉带孔陶羊,汉,未定级,,长4.5cm，高3cm，0.020kg,雕塑造像,,https://www.sxhm.com/collections/detail/5538.html,htps:/Uploads/Picture/2023/02/28/s63fd68499323c.JPG
1199,汉变形蟠虺纹玉璧,汉,二级,,直径18.6cm，内径4.2cm，厚0.46cm，0.265kg,玉石器,,https://www.sxhm.com/collections/detail/5539.html,htps:/Uploads/Picture/2023/02/28/s63fd685f76cbf.JPG
1200,汉玉剑饰,汉,一般,,长7cm，宽2.3cm，0.035kg,玉石器,,https://www.sxhm.com/collections/detail/5540.html,htps:/Uploads/Picture/2023/02/28/s63fd6887c246b.JPG
1201,清郭尚先兰花纸本立幅,清,一般,,纵131cm，横30cm，0.180kg,书法绘画,,https://www.sxhm.com/collections/detail/5541.html,htps:/Uploads/Picture/2023/02/28/s63fd688cc655a.jpg
1202,清王震书纸本对联,清,一般,,纵138cm，横37cm，0.340kg,书法绘画,,https://www.sxhm.com/collections/detail/5542.html,htps:/Uploads/Picture/2023/02/28/s63fd68ab2617c.jpg
1203,汉玉牛,汉,二级,,长20cm，宽7cm，1.990kg,玉石器,,https://www.sxhm.com/collections/detail/5543.html,htps:/Uploads/Picture/2023/02/28/s63fd68b5b139d.jpg
1204,汉玉剑饰,汉,三级,,长7.2cm，宽1.8cm，0.025kg,玉石器,,https://www.sxhm.com/collections/detail/5544.html,htps:/Uploads/Picture/2023/02/28/s63fd68e1489c7.jpg
1205,清彭玉麟墨梅纸本立幅,清,一般,,纵164cm，横45cm，0.530kg,书法绘画,,https://www.sxhm.com/collections/detail/5545.html,htps:/Uploads/Picture/2023/02/28/s63fd68dd9415a.jpg
1206,汉龙形玉佩,汉,三级,,长14cm，宽1.2cm，0.040kg,玉石器,,https://www.sxhm.com/collections/detail/5546.html,htps:/Uploads/Picture/2023/02/28/s63fd690409be4.JPG
1207,清彭玉麟墨梅纸本立幅,清,一般,,纵164cm，横45cm，0.560kg,书法绘画,,https://www.sxhm.com/collections/detail/5547.html,htps:/Uploads/Picture/2023/02/28/s63fd690fdf93b.jpg
1208,汉龙首玉带钩,汉,三级,,长16.6cm，宽0.9cm，0.035kg,玉石器,,https://www.sxhm.com/collections/detail/5548.html,htps:/Uploads/Picture/2023/02/28/s63fd692f71724.JPG
1209,清彭玉麟画墨梅纸本立幅,清,一般,,纵164cm，横45cm，0.570kg,书法绘画,,https://www.sxhm.com/collections/detail/5549.html,htps:/Uploads/Picture/2023/02/28/s63fd693ba56f5.jpg
1210,清彭玉麟墨梅纸本立幅,清,一般,,纵164cm，横45cm，0.600kg,书法绘画,,https://www.sxhm.com/collections/detail/5550.html,htps:/Uploads/Picture/2023/02/28/s63fd6957d295c.jpg
1211,汉玉剑珌,汉,一般,,长5.5cm，宽4.6cm，0.065kg,玉石器,,https://www.sxhm.com/collections/detail/5551.html,htps:/Uploads/Picture/2023/02/28/s63fd695a72b65.JPG
1212,清梁闻山墨书纸本横幅,清,一般,,纵133cm，横49.5cm，0.400kg,书法绘画,,https://www.sxhm.com/collections/detail/5552.html,htps:/Uploads/Picture/2023/02/28/s63fd6976f41d1.jpg
1213,汉玉剑饰,汉,三级,,长6.5cm，宽2.7cm，0.030kg,玉石器,,https://www.sxhm.com/collections/detail/5553.html,htps:/Uploads/Picture/2023/02/28/s63fd698bbbb9f.jpg
1214,清王鉴山水纸本立幅,清,一般,,纵120cm，横46cm，0.570kg,书法绘画,,https://www.sxhm.com/collections/detail/5554.html,htps:/Uploads/Picture/2023/02/28/s63fd69927365e.jpg
1215,唐琉璃瓶,唐,二级,,高8.5cm，口径2cm，0.019kg,其他,,https://www.sxhm.com/collections/detail/5555.html,htps:/Uploads/Picture/2023/02/28/s63fd699cbeed0.JPG
1216,清五彩人物纹葫芦瓷瓶,清,三级,,高19.7cm，口径2.9cm，腹围33.8cm，0.668kg,瓷器,,https://www.sxhm.com/collections/detail/5556.html,htps:/Uploads/Picture/2023/02/28/s63fd699d5cce5.jpg
1217,汉玉剑首,汉,一般,,直径4.1cm，0.020kg,玉石器,,https://www.sxhm.com/collections/detail/5557.html,htps:/Uploads/Picture/2023/02/28/s63fd69b3d289b.JPG
1218,唐琉璃瓶,唐,二级,,高9cm，口径2.5cm，0.125kg,其他,,https://www.sxhm.com/collections/detail/5558.html,htps:/Uploads/Picture/2023/02/28/s63fd69c843525.jpg
1219,清洒蓝釉瓷瓶,清,一般,,口径11.7cm，高43cm，2.760kg,瓷器,,https://www.sxhm.com/collections/detail/5559.html,htps:/Uploads/Picture/2023/02/28/s63fd69cb7704e.jpg
1220,汉玉环,汉,一般,,径5.7cm，0.015kg,玉石器,,https://www.sxhm.com/collections/detail/5560.html,htps:/Uploads/Picture/2023/02/28/s63fd69d9e7d39.JPG
1221,唐单柄带流波浪纹琉璃瓶,唐,未定级,,高10.1cm，0.040kg,其他,,https://www.sxhm.com/collections/detail/5561.html,htps:/Uploads/Picture/2023/02/28/s63fd69f4462bf.jpg
1222,新石器时期石锛,新石器,三级,,最长17.8cm，最宽4.7cm，最厚1cm，0.087kg,石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/5562.html,htps:/Uploads/Picture/2023/02/28/s63fd69e948124.JPG
1223,清哥纹瓷碟,清,一般,,口径14.8cm，高2.2cm，0.260kg,瓷器,,https://www.sxhm.com/collections/detail/5563.html,htps:/Uploads/Picture/2023/02/28/s63fd69f4de01b.jpg
1224,汉玉觿,汉,一般,,长10cm，宽1.6cm，0.020kg,玉石器,,https://www.sxhm.com/collections/detail/5564.html,htps:/Uploads/Picture/2023/02/28/s63fd69fde9624.JPG
1225,唐单柄网格纹琉璃瓶,唐,未定级,,高10.1cm，0.040kg,其他,,https://www.sxhm.com/collections/detail/5565.html,htps:/Uploads/Picture/2023/02/28/s63fd6a20a30a0.jpg
1226,汉玉磬,汉,一级,,长31cm，宽9cm，0.950kg,玉石器,,https://www.sxhm.com/collections/detail/5566.html,htps:/Uploads/Picture/2023/02/28/s63fd6a2936df0.jpg
1227,清青花人物纹瓷碗,清,三级,,高8.8cm，0.140kg,瓷器,,https://www.sxhm.com/collections/detail/5567.html,htps:/Uploads/Picture/2023/02/28/s63fd6a3526c03.jpg
1228,新石器时期石凿,新石器,三级,,最长10.08cm，最宽2.2cm，最厚0.6cm，0.039kg,石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/5568.html,htps:/Uploads/Picture/2023/02/28/s63fd6a4aa23d7.JPG
1229,汉谷纹青玉璧,汉,一级,,直径17.5cm，厚0.8cm，孔径2.8cm，0.469kg,玉石器,,https://www.sxhm.com/collections/detail/5569.html,htps:/Uploads/Picture/2023/02/28/s63fd6a5cd7985.JPG
1230,清青花人物纹瓷碗,清,三级,,高5cm，0.137kg,瓷器,,https://www.sxhm.com/collections/detail/5570.html,htps:/Uploads/Picture/2023/02/28/s63fd6a65e7033.jpg
1231,汉青玉蒲纹壁,汉,一级,,直径18.9cm，厚0.9cm，0.670kg,玉石器,,https://www.sxhm.com/collections/detail/5571.html,htps:/Uploads/Picture/2023/02/28/s63fd6a84b72b6.JPG
1232,新石器时期有肩石铲,新石器,三级,,长8.6cm，宽6.7cm，0.124kg,石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/5572.html,htps:/Uploads/Picture/2023/02/28/s63fd6a842e9d1.JPG
1233,唐琉璃瓶,唐,一级,,高14.5cm，口径2.1cm，0.048kg,其他,,https://www.sxhm.com/collections/detail/5573.html,htps:/Uploads/Picture/2023/02/28/s63fd6aa12b783.JPG
1234,明青花人物瓷瓶,明,一般,,口径13cm，高44.5cm，3.810kg,瓷器,,https://www.sxhm.com/collections/detail/5574.html,htps:/Uploads/Picture/2023/02/28/s63fd6a83bf730.jpg
1235,汉玉蝉,汉,一般,,长5.4cm，宽2.9cm，0.030kg,玉石器,,https://www.sxhm.com/collections/detail/5575.html,htps:/Uploads/Picture/2023/02/28/s63fd6aac4ef02.JPG
1236,清青花梅枝纹瓷碗,清,一般,,口径15.6cm，高5.5cm，0.200kg,瓷器,,https://www.sxhm.com/collections/detail/5576.html,htps:/Uploads/Picture/2023/02/28/s63fd6aca614f3.jpg
1237,汉玉片,汉,一般,,长10cm，宽4.5cm，0.020kg,玉石器,,https://www.sxhm.com/collections/detail/5577.html,htps:/Uploads/Picture/2023/02/28/s63fd6ad125f37.JPG
1238,清青花云龙纹瓷碗,清,三级,,高8cm，口径19cm，0.419kg,瓷器,,https://www.sxhm.com/collections/detail/5578.html,htps:/Uploads/Picture/2023/02/28/s63fd6aed524be.jpg
1239,汉玉蝉,汉,一般,,长5.7cm，宽2.8cm，0.015kg,玉石器,,https://www.sxhm.com/collections/detail/5579.html,htps:/Uploads/Picture/2023/02/28/s63fd6af9b8818.JPG
1240,清青花瓷碗,清,三级,,高7.5cm，口径16cm，0.233kg,瓷器,,https://www.sxhm.com/collections/detail/5580.html,htps:/Uploads/Picture/2023/02/28/s63fd6b1b7f144.jpg
1241,汉玉系璧,汉,一般,,径3.8cm，0.015kg,玉石器,,https://www.sxhm.com/collections/detail/5581.html,htps:/Uploads/Picture/2023/02/28/s63fd6b222b16b.JPG
1242,汉玉纺轮,汉,一般,,径4.3cm，0.035kg,玉石器,,https://www.sxhm.com/collections/detail/5582.html,htps:/Uploads/Picture/2023/02/28/s63fd6b4918693.JPG
1243,新石器时期石镰,新石器,三级,,残长12.2cm，最宽5.4cm，0.114kg,石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/5583.html,htps:/Uploads/Picture/2023/02/28/s63fd6b489aad2.JPG
1244,唐琉璃瓶,唐,二级,,高15cm，口径3.2cm，0.112kg,其他,,https://www.sxhm.com/collections/detail/5584.html,htps:/Uploads/Picture/2023/02/28/s63fd6b524a79b.JPG
