id,name,time,leve,location(仅镇馆之宝有),size,material,describe(仅镇馆之宝有),relic_url,img_url
0,汉延年陶瓦当,汉,二级,,径16cm，0.590kg,石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/4158.html,htps:/Uploads/Picture/2023/02/24/s63f8467daa675.JPG
1,汉“大宜子孙”瓦当,汉,三级,,径17.6cm，1.345kg,石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/4159.html,htps:/Uploads/Picture/2023/02/24/s63f84a70469f1.JPG
2,汉“与年相宜”瓦当,汉,三级,,径16cm，0.675kg,石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/4160.html,htps:/Uploads/Picture/2023/02/24/s63f84ca82b110.JPG
3,汉“长生未央”瓦当,汉,三级,,径16cm，0.560kg,石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/4185.html,htps:/Uploads/Picture/2023/02/24/s63f86cd96ce17.jpg
4,汉云纹瓦当,汉,三级,,径15.7cm，0.765kg,石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/4186.html,htps:/Uploads/Picture/2023/02/24/s63f86d7b5d559.jpg
5,汉“与年无极”瓦当,汉,二级,,面径16.5cm，1.021kg,石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/4187.html,htps:/Uploads/Picture/2023/02/24/s63f86e118fbf0.JPG
6,汉几何纹方砖,汉,一般,,"长35.5cm,宽35cm，7.765kg",石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/4189.html,htps:/Uploads/Picture/2023/02/24/s63f86e97438ea.JPG
7,汉几何纹方砖,汉,一般,,"长35.1cm,宽34.5cm，7.550kg",石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/4190.html,htps:/Uploads/Picture/2023/02/24/s63f86f1313a9b.JPG
8,汉“豕舍”瓦当,汉,未定级,,"直径14.7cm,厚2.9cm，0.465kg",石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/4191.html,htps:/Uploads/Picture/2023/02/24/s63f86f8e78959.JPG
9,汉“豕舍”瓦当,汉,未定级,,"直径14.7cm,厚4.9cm，0.594kg",石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/4192.html,htps:/Uploads/Picture/2023/02/24/s63f8701497db2.JPG
10,汉云纹瓦当,汉,未定级,,"直径15.5cm,厚2.7cm，0.570kg",石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/4193.html,htps:/Uploads/Picture/2023/02/24/s63f870ed135c6.JPG
11,汉云纹瓦当,汉,未定级,,"直径15cm,厚3.1cm，0.535kg",石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/4194.html,htps:/Uploads/Picture/2023/02/24/s63f871b126395.JPG
12,汉空心砖,汉,未定级,,"长71.3cm,宽37.2cm,厚14cm，43.500kg",石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/4195.html,htps:/Uploads/Picture/2023/02/24/s63f87369ee8f9.JPG
13,汉空心砖,汉,未定级,,"长100cm,宽47.3cm,厚14cm，108.000kg",石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/4196.html,htps:/Uploads/Picture/2023/02/24/s63f8752356d2b.JPG
14,汉残空心砖,汉,未定级,,"残长94.5cm,宽24.5cm,厚13.7cm，45.000kg",石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/4197.html,htps:/Uploads/Picture/2023/02/24/s63f875b542814.JPG
15,汉筒瓦,汉,未定级,,长41cm，3.490kg,石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/4198.html,htps:/Uploads/Picture/2023/02/24/s63f877d0af9d7.JPG
16,汉石祖,汉,一般,,长17cm，0.530kg,石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/4199.html,htps:/Uploads/Picture/2023/02/24/s63f87858b740f.jpg
17,汉墓砖,汉,一般,,"长27cm,宽13.5cm,高6.5cm，4.737kg",石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/4200.html,htps:/Uploads/Picture/2023/02/24/s63f8797ba5344.jpg
18,汉乳丁纹半瓦当,汉,一般,,直径18cm，0.945kg,石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/4201.html,htps:/Uploads/Picture/2023/02/24/s63f879f34b7a6.jpg
19,汉石圭,汉,一般,,残长5.4cm，0.018kg,石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/4202.html,htps:/Uploads/Picture/2023/02/24/s63f87a3b31b43.jpg
20,唐彩绘陶骑马男乐俑,唐,三级,,"高21.5cm,长19cm,0.575kg",雕塑造像,,https://www.sxhm.com/collections/detail/4203.html,htps:/Uploads/Picture/2023/02/24/s63f87a606ed99.JPG
21,汉几何纹砖,汉,一般,,"长34.2cm,宽34.2cm,高4cm，7.700kg",石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/4204.html,htps:/Uploads/Picture/2023/02/24/s63f87a78a79b3.jpg
22,汉石蝉,汉,一般,,长4.5cm，0.016kg,石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/4205.html,htps:/Uploads/Picture/2023/02/24/s63f87b091fbd9.jpg
23,唐彩绘陶胡人牵夫俑,唐,二级,,高48cm，2.330kg,雕塑造像,,https://www.sxhm.com/collections/detail/4206.html,htps:/Uploads/Picture/2023/02/24/s63f87c151e771.JPG
24,唐彩绘陶男坐俑,唐,一般,,高6.8cm，0.040kg,雕塑造像,,https://www.sxhm.com/collections/detail/4207.html,htps:/Uploads/Picture/2023/02/24/s63f87c65d60b6.JPG
25,唐陶羊,唐,一般,,"高4cm,长6cm,0.040kg",雕塑造像,,https://www.sxhm.com/collections/detail/4208.html,htps:/Uploads/Picture/2023/02/24/s63f87d1573963.JPG
26,战国琉璃彩珠,战国,一般,,径2.3cm，0.023kg,其他,,https://www.sxhm.com/collections/detail/4223.html,htps:/Uploads/Picture/2023/02/27/s63fc078cccc41.JPG
27,唐彩绘陶女立俑,唐,一般,,高19cm，0.395kg,雕塑造像,,https://www.sxhm.com/collections/detail/4224.html,htps:/Uploads/Picture/2023/02/27/s63fc0930b3c19.JPG
28,战国琉璃珠,战国,未定级,,长1cm，0.002kg,其他,,https://www.sxhm.com/collections/detail/4225.html,htps:/Uploads/Picture/2023/02/27/s63fc098716eee.JPG
29,战国琉璃珠,战国,未定级,,直径0.8cm，0.001kg,其他,,https://www.sxhm.com/collections/detail/4226.html,htps:/Uploads/Picture/2023/02/27/s63fc0a18cb83d.JPG
30,战国琉璃珠,战国,未定级,,直径0.9cm，0.001kg,其他,,https://www.sxhm.com/collections/detail/4227.html,htps:/Uploads/Picture/2023/02/27/s63fc0a5eded04.JPG
31,唐彩绘陶女立俑,唐,一般,,高19cm，0.395kg,雕塑造像,,https://www.sxhm.com/collections/detail/4228.html,htps:/Uploads/Picture/2023/02/27/s63fc0b1e12c8f.JPG
32,战国琉璃珠,战国,未定级,,直径0.8cm，0.001kg,其他,,https://www.sxhm.com/collections/detail/4229.html,htps:/Uploads/Picture/2023/02/27/s63fc0b443365f.JPG
33,唐彩绘陶吹排箫男乐俑,唐,二级,,高13cm，0.270kg,雕塑造像,,https://www.sxhm.com/collections/detail/4230.html,htps:/Uploads/Picture/2023/02/27/s63fc0b62ae68e.JPG
34,唐陶镇墓兽,唐,三级,,高28cm，2.540kg,雕塑造像,,https://www.sxhm.com/collections/detail/4231.html,htps:/Uploads/Picture/2023/02/27/s63fc0b952e6c1.JPG
35,战国琉璃珠,战国,未定级,,直径0.7cm，0.001kg,其他,,https://www.sxhm.com/collections/detail/4232.html,htps:/Uploads/Picture/2023/02/27/s63fc0bf032c86.JPG
36,唐彩绘陶风帽男立俑,唐,一般,,高18.5cm，0.250kg,雕塑造像,,https://www.sxhm.com/collections/detail/4233.html,htps:/Uploads/Picture/2023/02/27/s63fc0c0c0820b.JPG
37,战国琉璃珠,战国,未定级,,直径0.8cm，0.001kg,其他,,https://www.sxhm.com/collections/detail/4234.html,htps:/Uploads/Picture/2023/02/27/s63fc0c25e8782.JPG
38,唐彩绘陶风帽男立俑,唐,一般,,高26cm，0.665kg,雕塑造像,,https://www.sxhm.com/collections/detail/4235.html,htps:/Uploads/Picture/2023/02/27/s63fc0c3d26f5b.JPG
39,战国琉璃珠,战国,未定级,,直径0.9cm，0.001kg,其他,,https://www.sxhm.com/collections/detail/4236.html,htps:/Uploads/Picture/2023/02/27/s63fc0c59c4c3f.JPG
40,唐彩绘陶生肖蛇俑,唐,一般,,高21cm，0.290kg,雕塑造像,,https://www.sxhm.com/collections/detail/4237.html,htps:/Uploads/Picture/2023/02/27/s63fc0c7882ae5.JPG
41,战国琉璃珠,战国,未定级,,直径0.8cm，0.001kg,其他,,https://www.sxhm.com/collections/detail/4238.html,htps:/Uploads/Picture/2023/02/27/s63fc0c9294718.JPG
42,唐彩绘陶生肖虎俑,唐,一般,,高22cm，0.315kg,雕塑造像,,https://www.sxhm.com/collections/detail/4239.html,htps:/Uploads/Picture/2023/02/27/s63fc0ca439561.JPG
43,战国琉璃珠,战国,未定级,,直径1.4cm，0.005kg,其他,,https://www.sxhm.com/collections/detail/4240.html,htps:/Uploads/Picture/2023/02/27/s63fc0cc969466.JPG
44,唐彩绘陶生肖猪俑,唐,一般,,高21.5cm，0.340kg,雕塑造像,,https://www.sxhm.com/collections/detail/4241.html,htps:/Uploads/Picture/2023/02/27/s63fc0cd3ab8fc.JPG
45,战国琉璃珠,战国,未定级,,直径0.7cm，0.001kg,其他,,https://www.sxhm.com/collections/detail/4242.html,htps:/Uploads/Picture/2023/02/27/s63fc0d0412498.JPG
46,唐彩绘陶生肖龙俑,唐,一般,,高21cm，0.400kg,雕塑造像,,https://www.sxhm.com/collections/detail/4243.html,htps:/Uploads/Picture/2023/02/27/s63fc0d0a61360.JPG
47,唐彩绘陶生肖马俑,唐,一般,,高21cm，0.310kg,雕塑造像,,https://www.sxhm.com/collections/detail/4244.html,htps:/Uploads/Picture/2023/02/27/s63fc0d940ef39.JPG
48,唐彩绘陶生肖牛俑,唐,一般,,高20cm，0.295kg,雕塑造像,,https://www.sxhm.com/collections/detail/4245.html,htps:/Uploads/Picture/2023/02/27/s63fc0df338e30.JPG
49,战国琉璃珥珰,战国,一般,,长2cm，口径1.3cm，0.003kg,其他,,https://www.sxhm.com/collections/detail/4246.html,htps:/Uploads/Picture/2023/02/27/s63fc0ede1ff8f.JPG
50,战国琉璃珠,战国,未定级,,直径0.7cm，0.001kg,其他,,https://www.sxhm.com/collections/detail/4247.html,htps:/Uploads/Picture/2023/02/27/s63fc0f13933f0.JPG
51,战国琉璃珠,战国,未定级,,直径0.8cm，0.001kg,其他,,https://www.sxhm.com/collections/detail/4248.html,htps:/Uploads/Picture/2023/02/27/s63fc0f5a6f842.JPG
52,战国琉璃珠,战国,未定级,,直径0.6cm，0.001kg,其他,,https://www.sxhm.com/collections/detail/4249.html,htps:/Uploads/Picture/2023/02/27/s63fc0f9732246.JPG
53,宋白釉瓷蹲兽,宋,一般,,高10.8cm，0.160kg,瓷器,,https://www.sxhm.com/collections/detail/4250.html,htps:/Uploads/Picture/2023/02/27/s63fc0f964ddbc.jpg
54,战国琉璃珠,战国,未定级,,直径0.8cm，0.001kg,其他,,https://www.sxhm.com/collections/detail/4251.html,htps:/Uploads/Picture/2023/02/27/s63fc0fcb89c75.JPG
55,战国琉璃珠,战国,未定级,,直径0.7cm，0.001kg,其他,,https://www.sxhm.com/collections/detail/4252.html,htps:/Uploads/Picture/2023/02/27/s63fc100324e0c.JPG
56,战国琉璃珠,战国,未定级,,直径0.7cm，0.001kg,其他,,https://www.sxhm.com/collections/detail/4253.html,htps:/Uploads/Picture/2023/02/27/s63fc103bb3b43.JPG
57,元青釉小瓷碟,元,一般,,口径11.7cm，高3cm，0.180kg,瓷器,,https://www.sxhm.com/collections/detail/4254.html,htps:/Uploads/Picture/2023/02/27/s63fc103b6d238.jpg
58,战国琉璃珠,战国,未定级,,直径0.8cm，0.001kg,其他,,https://www.sxhm.com/collections/detail/4255.html,htps:/Uploads/Picture/2023/02/27/s63fc107b99340.JPG
59,元青釉小瓷碟,元,一般,,口径11.7cm，高3cm，0.130kg,瓷器,,https://www.sxhm.com/collections/detail/4256.html,htps:/Uploads/Picture/2023/02/27/s63fc10950a080.jpg
60,元黑釉小瓷碗,元,三级,,口径9.2cm，底径4.8cm，0.190kg,瓷器,,https://www.sxhm.com/collections/detail/4258.html,htps:/Uploads/Picture/2023/02/27/s63fc10cef2de7.jpg
61,元黑釉瓷碗,元,三级,,口径15.5cm，0.347kg,瓷器,,https://www.sxhm.com/collections/detail/4260.html,htps:/Uploads/Picture/2023/02/27/s63fc110fa13d5.jpg
62,宋黑釉小瓷瓶,宋,一般,,口径3.5cm，高12.5cm，0.130kg,瓷器,,https://www.sxhm.com/collections/detail/4262.html,htps:/Uploads/Picture/2023/02/27/s63fc11626fe9e.jpg
63,宋黑釉小瓷瓶,宋,一般,,口径4.2cm，高12cm，0.160kg,瓷器,,https://www.sxhm.com/collections/detail/4265.html,htps:/Uploads/Picture/2023/02/27/s63fc11cf0d0fd.jpg
64,元黑釉瓷碗,元,三级,,口径16.8cm，0.334kg,瓷器,,https://www.sxhm.com/collections/detail/4267.html,htps:/Uploads/Picture/2023/02/27/s63fc11f527ad3.jpg
65,元黑釉瓷瓶,元,三级,,高11.8cm，口径4cm，底径3cm，0.110kg,瓷器,,https://www.sxhm.com/collections/detail/4268.html,htps:/Uploads/Picture/2023/02/27/s63fc129e487a6.jpg
66,宋青白釉瓷偶人,宋,一般,,高8.5cm，0.078kg,瓷器,,https://www.sxhm.com/collections/detail/4269.html,htps:/Uploads/Picture/2023/02/27/s63fc12caa7945.JPG
67,宋青釉瓷罐,宋,二级,,高3.9cm，底径3.8cm，0.104kg,瓷器,,https://www.sxhm.com/collections/detail/4270.html,htps:/Uploads/Picture/2023/02/27/s63fc12f4b8dd1.jpg
68,元黑釉小瓷罐,元,一般,,口径4cm，高19.5cm，0.360kg,瓷器,,https://www.sxhm.com/collections/detail/4271.html,htps:/Uploads/Picture/2023/02/27/s63fc1321b19d2.jpg
69,元青釉瓷碗,元,一般,,口径19cm，高7.3cm，0.540kg,瓷器,,https://www.sxhm.com/collections/detail/4273.html,htps:/Uploads/Picture/2023/02/27/s63fc1372104ea.jpg
70,元白釉瓷碗,元,三级,,口径16.4cm，0.397kg,瓷器,,https://www.sxhm.com/collections/detail/4276.html,htps:/Uploads/Picture/2023/02/27/s63fc13c0d7205.jpg
71,唐彩绘陶生肖鸡俑,唐,一般,,高22cm，0.380kg,雕塑造像,,https://www.sxhm.com/collections/detail/4277.html,htps:/Uploads/Picture/2023/02/27/s63fc13d62b903.JPG
72,元褐釉瓷碗,元,三级,,口径15.5cm，底径6.5cm，0.585kg,瓷器,,https://www.sxhm.com/collections/detail/4279.html,htps:/Uploads/Picture/2023/02/27/s63fc1401b1424.jpg
73,唐彩绘陶捧物女立俑,唐,一般,,高7cm，0.020kg,雕塑造像,,https://www.sxhm.com/collections/detail/4280.html,htps:/Uploads/Picture/2023/02/27/s63fc140c79f4f.JPG
74,宋黑釉瓷罐,宋,三级,,高16.5cm，口径4.5cm，底径8cm，0.770kg,瓷器,,https://www.sxhm.com/collections/detail/4282.html,htps:/Uploads/Picture/2023/02/27/s63fc142c4b084.jpg
75,唐彩绘陶女立俑,唐,一般,,高9cm，0.040kg,雕塑造像,,https://www.sxhm.com/collections/detail/4283.html,htps:/Uploads/Picture/2023/02/27/s63fc144247b80.JPG
76,元黑釉瓷罐,元,三级,,高23cm，口径4.7cm，底径9cm，1.204kg,瓷器,,https://www.sxhm.com/collections/detail/4284.html,htps:/Uploads/Picture/2023/02/27/s63fc145860eb5.jpg
77,唐陶女立俑,唐,一般,,高10cm，0.045kg,雕塑造像,,https://www.sxhm.com/collections/detail/4286.html,htps:/Uploads/Picture/2023/02/27/s63fc1470c239f.JPG
78,元黑釉瓷瓶,元,三级,,口径3cm，高23.5cm，底径7cm，0.581kg,瓷器,,https://www.sxhm.com/collections/detail/4289.html,htps:/Uploads/Picture/2023/02/27/s63fc149932f23.jpg
79,唐彩绘陶男立俑,唐,二级,,高50cm，4.615kg,雕塑造像,,https://www.sxhm.com/collections/detail/4290.html,htps:/Uploads/Picture/2023/02/27/s63fc14a5b4abf.JPG
80,唐彩绘陶女立俑,唐,一般,,高18.5cm，0.200kg,雕塑造像,,https://www.sxhm.com/collections/detail/4292.html,htps:/Uploads/Picture/2023/02/27/s63fc14d4adc60.JPG
81,元黑釉瓷罐,元,二级,,高22.5cm，口径3cm，底径7.8cm，0.951kg,瓷器,,https://www.sxhm.com/collections/detail/4293.html,htps:/Uploads/Picture/2023/02/27/s63fc14dd81485.jpg
82,唐黄釉陶鸡,唐,一般,,"高9.5cm,长10cm，0.120kg",雕塑造像,,https://www.sxhm.com/collections/detail/4295.html,htps:/Uploads/Picture/2023/02/27/s63fc150f6f062.JPG
83,元青釉印花瓷盘,元,三级,,口径12cm，高2.5cm，底径5.5cm，0.160kg,瓷器,,https://www.sxhm.com/collections/detail/4296.html,htps:/Uploads/Picture/2023/02/27/s63fc1511ca271.JPG
84,宋白釉小瓷盒（盖失）,宋,一般,,口径10.5cm，高4.5cm，0.170kg,瓷器,,https://www.sxhm.com/collections/detail/4299.html,htps:/Uploads/Picture/2023/02/27/s63fc15431efc1.jpg
85,元酱釉旋纹瓷瓶,元,三级,,口径4.2cm，高13cm，底径5cm，0.318kg,瓷器,,https://www.sxhm.com/collections/detail/4303.html,htps:/Uploads/Picture/2023/02/27/s63fc157aad506.jpg
86,元黑釉瓷瓶,元,三级,,高22.7cm，口径7cm，底径8.5cm，0.897kg,瓷器,,https://www.sxhm.com/collections/detail/4307.html,htps:/Uploads/Picture/2023/02/27/s63fc15b5af892.jpg
87,宋青釉小瓷碗,宋,一般,,口径13.3cm，高4.3cm，0.150kg,瓷器,,https://www.sxhm.com/collections/detail/4312.html,htps:/Uploads/Picture/2023/02/27/s63fc15ebb82fa.jpg
88,宋青釉瓷碗,宋,三级,,高5cm，口径10.5cm，0.332kg,瓷器,,https://www.sxhm.com/collections/detail/4314.html,htps:/Uploads/Picture/2023/02/27/s63fc161b43350.jpg
89,元黑釉瓷罐,元,三级,,高24.5cm，口径4.5cm，底径10cm，1.449kg,瓷器,,https://www.sxhm.com/collections/detail/4322.html,htps:/Uploads/Picture/2023/02/27/s63fc167e4a073.jpg
90,元黑釉小瓷瓶,元,三级,,高13.4cm，口径4cm，底径3.2cm，0.170kg,瓷器,,https://www.sxhm.com/collections/detail/4325.html,htps:/Uploads/Picture/2023/02/27/s63fc175bc5f67.jpg
91,汉玄武瓦当,汉,一般,,直径18.5cm，1.054kg,石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/4338.html,htps:/Uploads/Picture/2023/02/27/s63fc190254326.jpg
92,汉青龙纹瓦当,汉,一般,,直径18.5cm，1.324kg,石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/4341.html,htps:/Uploads/Picture/2023/02/27/s63fc194084206.jpg
93,汉与年无极当,汉,一般,,直径16.5cm，0.830kg,石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/4344.html,htps:/Uploads/Picture/2023/02/27/s63fc19782c4e7.jpg
94,汉连珠纹文字当,汉,一般,,直径15.3cm，0.716kg,石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/4347.html,htps:/Uploads/Picture/2023/02/27/s63fc19bce4375.jpg
95,汉口含,汉,一般,,"长4cm,宽2.3cm,厚1.2，0.014kg",石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/4350.html,htps:/Uploads/Picture/2023/02/27/s63fc19f7c818c.jpg
96,汉下水道,汉,一般,,"口径19cm,长26.5cm，2.430kg",石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/4352.html,htps:/Uploads/Picture/2023/02/27/s63fc1a33d4dbc.JPG
97,汉千秋万岁瓦当,汉,一般,,"直径14cm,长69cm，4.543kg",石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/4355.html,htps:/Uploads/Picture/2023/02/27/s63fc1a7347457.jpg
98,宋灰蓝釉双耳瓷罐,宋,三级,,高8.5cm，口径9cm，底径6cm，0.559kg,瓷器,,https://www.sxhm.com/collections/detail/4359.html,htps:/Uploads/Picture/2023/02/27/s63fc1ac77d54c.jpg
99,汉四神白虎瓦当,汉,一般,,"直径18.3cm,厚2.2cm，1.286kg",石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/4360.html,htps:/Uploads/Picture/2023/02/27/s63fc1abb8a046.jpg
100,元褐釉双系瓷罐,元,三级,,高17.5cm，口径4.5cm，0.844kg,瓷器,,https://www.sxhm.com/collections/detail/4362.html,htps:/Uploads/Picture/2023/02/27/s63fc1af36cb56.jpg
101,汉灰陶绳纹板瓦,汉,一般,,"长45.5cm,宽31.5cm,厚1.8cm，4.154kg",石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/4363.html,htps:/Uploads/Picture/2023/02/27/s63fc1b03adc41.jpg
102,元黄釉印花瓷碗,元,一般,,口径16.5cm，高6.5cm，0.400kg,瓷器,,https://www.sxhm.com/collections/detail/4365.html,htps:/Uploads/Picture/2023/02/27/s63fc1b356cdd1.jpg
103,汉圆形石砚,汉,一般,,"长15.5cm,厚0.9cm，0.504kg",石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/4366.html,htps:/Uploads/Picture/2023/02/27/s63fc1b35338fb.jpg
104,汉椭圆形石器,汉,一般,,"长11.4cm,宽7.3cm，0.379kg",石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/4369.html,htps:/Uploads/Picture/2023/02/27/s63fc1b706495c.JPG
105,元青釉划花瓷碗,元,一般,,口径16.8cm，高8.5cm，0.540kg,瓷器,,https://www.sxhm.com/collections/detail/4370.html,htps:/Uploads/Picture/2023/02/27/s63fc1b7f02992.jpg
106,宋酱釉刻花瓷碗,宋,三级,,口径16.4cm，0.450kg,瓷器,,https://www.sxhm.com/collections/detail/4372.html,htps:/Uploads/Picture/2023/02/27/s63fc1baf39ec7.jpg
107,汉白虎瓦当,汉,一般,,直径17.5cm，0.663kg,石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/4374.html,htps:/Uploads/Picture/2023/02/27/s63fc1bc02ea9d.JPG
108,宋黑釉瓷罐,宋,三级,,高19cm，口径5.3cm，底径6.7cm，0.998kg,瓷器,,https://www.sxhm.com/collections/detail/4375.html,htps:/Uploads/Picture/2023/02/27/s63fc1bdc1ed3e.jpg
109,元青釉双系瓷罐,元,三级,,高26.5cm，口径6cm，2.572kg,瓷器,,https://www.sxhm.com/collections/detail/4379.html,htps:/Uploads/Picture/2023/02/27/s63fc1c1642e7c.jpg
110,宋黑釉瓷罐,宋,三级,,高21.5cm，口径3.7cm，0.737kg,瓷器,,https://www.sxhm.com/collections/detail/4382.html,htps:/Uploads/Picture/2023/02/27/s63fc1c4cb9d43.jpg
111,宋黑釉瓷罐,宋,二级,,高21.2cm，口径3.7cm，底径8.8cm，0.961kg,瓷器,,https://www.sxhm.com/collections/detail/4389.html,htps:/Uploads/Picture/2023/02/27/s63fc1cbfcc6b6.jpg
112,宋青釉印花瓷盒,宋,三级,,高4.7cm，口径5.5cm，0.073kg,瓷器,,https://www.sxhm.com/collections/detail/4392.html,htps:/Uploads/Picture/2023/02/27/s63fc1cec6f956.jpg
113,宋耀州窑青釉划花瓷碗,宋,三级,,高4.5cm，口径14cm，0.140kg,瓷器,,https://www.sxhm.com/collections/detail/4393.html,htps:/Uploads/Picture/2023/02/27/s63fc1d1a8abfb.jpg
114,宋耀州窑青釉划花瓷碗,宋,三级,,高5cm，口径14.5cm，0.152kg,瓷器,,https://www.sxhm.com/collections/detail/4395.html,htps:/Uploads/Picture/2023/02/27/s63fc1d4c0b837.jpg
115,汉“长生无极”瓦当,汉,三级,,直径18cm，1.250kg,石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/4397.html,htps:/Uploads/Picture/2023/02/27/s63fc1d5084815.jpg
116,宋青釉印花瓷碗,宋,三级,,口径16.5cm，0.222kg,瓷器,,https://www.sxhm.com/collections/detail/4400.html,htps:/Uploads/Picture/2023/02/27/s63fc1d7ead188.jpg
117,汉空心砖,汉,一般,,"长96cm,宽34cm，50.000kg",石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/4402.html,htps:/Uploads/Picture/2023/02/27/s63fc1d89b6072.JPG
118,宋影青印花小瓷碗,宋,一般,,口径12.7cm，高4cm，0.100kg,瓷器,,https://www.sxhm.com/collections/detail/4406.html,htps:/Uploads/Picture/2023/02/27/s63fc1db7e5aeb.jpg
119,汉云纹瓦当,汉,三级,,径15.6cm，0.535kg,石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/4407.html,htps:/Uploads/Picture/2023/02/27/s63fc1de830cda.jpg
120,宋影青印花小瓷碗,宋,一般,,口径12.5cm，高4cm，0.090kg,瓷器,,https://www.sxhm.com/collections/detail/4411.html,htps:/Uploads/Picture/2023/02/27/s63fc1e10dc751.jpg
121,汉“长生无极”瓦当,汉,三级,,"径17.8cm,筒长38cm，3.560kg",石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/4412.html,htps:/Uploads/Picture/2023/02/27/s63fc1e1d94f20.jpg
122,汉云纹筒瓦,汉,三级,,"径15.6cm,长42cm，2.925kg",石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/4415.html,htps:/Uploads/Picture/2023/02/27/s63fc1e54086ba.jpg
123,汉“长生无极”瓦当,汉,三级,,径17cm，0.989kg,石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/4419.html,htps:/Uploads/Picture/2023/02/27/s63fc1ed21fda0.jpg
124,宋黑釉瓷罐,宋,三级,,高14.8cm，口径5cm，底径7.8cm，0.677kg,瓷器,,https://www.sxhm.com/collections/detail/4423.html,htps:/Uploads/Picture/2023/02/27/s63fc1f03a0b16.jpg
125,汉长生无极瓦当,汉,二级,,径18cm，0.960kg,石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/4424.html,htps:/Uploads/Picture/2023/02/27/s63fc1eff08fc5.jpg
126,汉大布瓦,汉,二级,,"长49cm,宽35cm，5.590kg",石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/4426.html,htps:/Uploads/Picture/2023/02/27/s63fc1f4078b54.jpg
127,汉“长生无极”瓦当,汉,三级,,径17cm，1.099kg,石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/4429.html,htps:/Uploads/Picture/2023/02/27/s63fc1f716f48e.jpg
128,元褐釉瓷瓶,元,三级,,高31cm，口径5cm，底径10.5cm，2.046kg,瓷器,,https://www.sxhm.com/collections/detail/4430.html,htps:/Uploads/Picture/2023/02/27/s63fc1f80b7f79.jpg
129,汉方砖,汉,一般,,"长25cm,宽27cm，5.520kg",石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/4432.html,htps:/Uploads/Picture/2023/02/27/s63fc1fb1169fc.jpg
130,宋影青划花瓷碗,宋,三级,,口径11.6cm，0.151kg,瓷器,,https://www.sxhm.com/collections/detail/4434.html,htps:/Uploads/Picture/2023/02/27/s63fc1fca6ec5c.jpg
131,汉“长生无极”瓦当,汉,一般,,径16.9cm，0.547kg,石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/4437.html,htps:/Uploads/Picture/2023/02/27/s63fc1ff0b1d5a.jpg
132,宋霍窑白釉刻花瓷盘,宋,三级,,高3.3cm，口径17cm，0.160kg,瓷器,,https://www.sxhm.com/collections/detail/4439.html,htps:/Uploads/Picture/2023/02/27/s63fc20207d7c9.jpg
133,汉延年益寿瓦当,汉,二级,,径19.3cm，1.490kg,石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/4441.html,htps:/Uploads/Picture/2023/02/27/s63fc202c3db29.jpg
